,winloss,championPlayed,kills,deaths,assists,goldEarned,inhibitorKills,turretKills,visionScore,csDiffPerMin,xpDiffPerMin,duration
192,1,64,5,6,14,10318,0,3,24,"{'10-20': -0.30000000000000004, '0-10': -0.30000000000000004}","{'10-20': -141.9, '0-10': -35.400000000000006}",1636
193,1,147,4,4,15,11008,0,0,29,"{'10-20': 0.75, '0-10': 1.0999999999999996}","{'10-20': -10.450000000000017, '0-10': 43.900000000000006}",1636
194,1,89,6,6,19,9660,0,0,72,"{'10-20': 0.75, '0-10': 1.0999999999999996}","{'10-20': -10.450000000000017, '0-10': 43.900000000000006}",1636
195,0,432,0,7,18,6727,0,0,71,"{'10-20': -0.75, '0-10': -1.0999999999999996}","{'10-20': 10.450000000000017, '0-10': -43.900000000000006}",1636
196,0,58,3,9,10,9510,0,1,27,"{'10-20': -0.75, '0-10': -1.0999999999999996}","{'10-20': 10.450000000000017, '0-10': -43.900000000000006}",1636
197,0,30,9,5,10,12486,0,1,23,"{'10-20': 0.30000000000000004, '0-10': 0.30000000000000004}","{'10-20': 141.9, '0-10': 35.400000000000006}",1636
198,0,236,5,8,9,10221,0,0,12,{'0-10': 0},{'0-10': 0},1636
199,0,222,6,5,8,11645,0,0,22,{'0-10': 0},{'0-10': 0},1636
200,0,79,2,6,16,13302,0,0,36,"{'10-20': 0.20000000000000018, '0-10': 0.8999999999999995, '20-30': 0.4500000000000006}","{'10-20': 51.10000000000002, '0-10': 37.69999999999996, '20-30': 64.00000000000003}",2058
201,0,777,9,8,12,16457,1,4,22,"{'10-20': 0.20000000000000018, '0-10': 0.8999999999999995, '20-30': 0.4500000000000006}","{'10-20': 51.10000000000002, '0-10': 37.69999999999996, '20-30': 64.00000000000003}",2058
202,0,18,17,8,2,18246,1,4,39,"{'10-20': 4.440892098500626e-16, '0-10': 0.5499999999999998, '20-30': -0.15000000000000013}","{'10-20': 21.900000000000006, '0-10': -30.900000000000006, '20-30': -6.200000000000017}",2058
203,0,106,4,4,12,11500,0,0,30,"{'10-20': 0.49999999999999983, '0-10': -0.5, '20-30': -2.7}","{'10-20': 58.99999999999997, '0-10': -46.5, '20-30': -259.09999999999997}",2058
204,0,53,0,8,10,7954,0,0,86,"{'10-20': 4.440892098500626e-16, '0-10': 0.5499999999999998, '20-30': -0.15000000000000013}","{'10-20': 21.900000000000006, '0-10': -30.900000000000006, '20-30': -6.200000000000017}",2058
205,1,35,10,4,7,15562,0,1,35,"{'10-20': -0.49999999999999983, '0-10': 0.5, '20-30': 2.7}","{'10-20': -58.99999999999997, '0-10': 46.5, '20-30': 259.09999999999997}",2058
206,1,69,11,10,9,15862,0,1,32,"{'10-20': -0.20000000000000018, '0-10': -0.8999999999999995, '20-30': -0.4500000000000006}","{'10-20': -51.10000000000002, '0-10': -37.69999999999996, '20-30': -64.00000000000003}",2058
207,1,222,9,4,11,16583,2,5,28,"{'10-20': -4.440892098500626e-16, '0-10': -0.5499999999999998, '20-30': 0.15000000000000013}","{'10-20': -21.900000000000006, '0-10': 30.900000000000006, '20-30': 6.200000000000017}",2058
208,1,147,1,6,23,10235,0,0,88,"{'10-20': -4.440892098500626e-16, '0-10': -0.5499999999999998, '20-30': 0.15000000000000013}","{'10-20': -21.900000000000006, '0-10': 30.900000000000006, '20-30': 6.200000000000017}",2058
209,1,58,3,8,8,13137,0,2,27,"{'10-20': -0.20000000000000018, '0-10': -0.8999999999999995, '20-30': -0.4500000000000006}","{'10-20': -51.10000000000002, '0-10': -37.69999999999996, '20-30': -64.00000000000003}",2058
210,0,117,4,9,5,6545,0,0,51,"{'10-20': -8.399999999999999, '0-10': -7.199999999999999}","{'10-20': -300, '0-10': -257.6}",1466
211,0,222,7,7,2,9668,0,0,9,{'0-10': 0},{'0-10': 0},1466
212,0,106,1,5,10,8325,0,0,30,"{'10-20': -0.3, '0-10': -0.19999999999999998}","{'10-20': 191.79999999999998, '0-10': -21.600000000000023}",1466
213,0,26,4,5,6,9663,0,1,19,{'0-10': 0},{'0-10': 0},1466
214,0,75,5,5,1,9837,0,2,12,{'0-10': 0},{'0-10': 0},1466
215,1,126,3,5,7,9992,1,1,21,{'0-10': 0},{'0-10': 0},1466
216,1,141,6,3,1,9690,0,1,41,"{'10-20': 0.3, '0-10': 0.19999999999999998}","{'10-20': -191.79999999999998, '0-10': 21.600000000000023}",1466
217,1,43,3,5,23,9330,0,0,69,{'0-10': 0},{'0-10': 0},1466
218,1,81,17,6,7,16216,0,2,14,{'0-10': 0},{'0-10': 0},1466
219,1,103,2,2,7,9922,0,3,11,"{'10-20': 8.399999999999999, '0-10': 7.199999999999999}","{'10-20': 300, '0-10': 257.6}",1466
220,0,79,1,6,1,4651,0,0,43,"{'10-20': -0.7000000000000002, '0-10': -4.440892098500626e-16}","{'10-20': -58.35000000000002, '0-10': -44.30000000000004}",1281
221,0,76,3,4,2,7921,0,0,40,"{'10-20': 0.30000000000000004, '0-10': -0.10000000000000003}","{'10-20': -125.79999999999995, '0-10': 8.699999999999989}",1281
222,0,58,1,4,1,7261,0,0,15,"{'10-20': 1.6000000000000005, '0-10': 1.6}","{'10-20': -74.80000000000001, '0-10': 55.400000000000006}",1281
223,0,518,1,6,2,6072,0,0,8,"{'10-20': -4.6, '0-10': 1.4000000000000001}","{'10-20': -266, '0-10': -13.699999999999989}",1281
224,0,360,2,5,1,8545,0,0,12,"{'10-20': -0.7000000000000002, '0-10': -4.440892098500626e-16}","{'10-20': -58.35000000000002, '0-10': -44.30000000000004}",1281
225,1,64,8,0,7,9247,0,2,27,"{'10-20': -0.30000000000000004, '0-10': 0.10000000000000003}","{'10-20': 125.79999999999995, '0-10': -8.699999999999989}",1281
226,1,38,3,2,3,7808,0,0,15,"{'10-20': -1.6000000000000005, '0-10': -1.6}","{'10-20': 74.80000000000001, '0-10': -55.400000000000006}",1281
227,1,81,8,2,5,10654,0,2,22,"{'10-20': 0.7000000000000002, '0-10': 4.440892098500626e-16}","{'10-20': 58.35000000000002, '0-10': 44.30000000000004}",1281
228,1,150,3,3,6,8538,0,1,8,"{'10-20': 4.6, '0-10': -1.4000000000000001}","{'10-20': 266, '0-10': 13.699999999999989}",1281
229,1,3,3,1,12,6820,0,0,40,"{'10-20': 0.7000000000000002, '0-10': 4.440892098500626e-16}","{'10-20': 58.35000000000002, '0-10': 44.30000000000004}",1281
230,1,25,2,6,24,9907,0,1,78,"{'10-20': 0.25000000000000044, '0-10': 0.5}","{'10-20': 202.00000000000003, '0-10': 25.299999999999983}",1782
231,1,51,20,8,5,17298,0,4,27,"{'10-20': 0.25000000000000044, '0-10': 0.5}","{'10-20': 202.00000000000003, '0-10': 25.299999999999983}",1782
232,1,421,6,5,15,12474,0,0,38,"{'10-20': -0.4, '0-10': -0.19999999999999998}","{'10-20': 69.20000000000002, '0-10': -3.9999999999999716}",1782
233,1,106,10,5,10,14301,1,3,13,"{'10-20': 0.7000000000000002, '0-10': 0.09999999999999964}","{'10-20': 175.6, '0-10': -18.19999999999996}",1782
234,1,142,8,4,9,11757,0,1,31,"{'10-20': -2, '0-10': -1.5}","{'10-20': -24.399999999999977, '0-10': -28.19999999999999}",1782
235,0,266,2,10,6,9642,0,1,26,"{'10-20': -0.7000000000000002, '0-10': -0.09999999999999964}","{'10-20': -175.6, '0-10': 18.19999999999996}",1782
236,0,43,1,12,14,7469,0,0,58,"{'10-20': -0.25000000000000044, '0-10': -0.5}","{'10-20': -202.00000000000003, '0-10': -25.299999999999983}",1782
237,0,120,7,9,7,11224,0,0,21,"{'10-20': 0.4, '0-10': 0.19999999999999998}","{'10-20': -69.20000000000002, '0-10': 3.9999999999999716}",1782
238,0,81,13,7,3,15039,0,2,36,"{'10-20': -0.25000000000000044, '0-10': -0.5}","{'10-20': -202.00000000000003, '0-10': -25.299999999999983}",1782
239,0,517,5,8,9,11459,0,0,21,"{'10-20': 2, '0-10': 1.5}","{'10-20': 24.399999999999977, '0-10': 28.19999999999999}",1782
240,0,61,0,6,11,10606,0,0,40,{'0-10': 0},{'0-10': 0},2221
241,0,81,9,3,4,17520,1,3,24,{'0-10': 0},{'0-10': 0},2221
242,0,20,5,3,7,12231,0,2,33,"{'10-20': 0.8, '0-10': 0.1, '30-end': 0.4, '20-30': -0.20000000000000007}","{'10-20': -130.79999999999998, '0-10': 14.599999999999994, '30-end': -138.59999999999997, '20-30': 9.400000000000034}",2221
243,0,12,0,5,12,8194,0,0,83,{'0-10': 0},{'0-10': 0},2221
244,0,58,7,5,4,16960,0,2,44,"{'10-20': 1.1999999999999997, '0-10': -0.6999999999999997, '30-end': -2.2, '20-30': 1.1999999999999995}","{'10-20': 98.4, '0-10': -49.60000000000002, '30-end': -191.60000000000002, '20-30': 99.30000000000001}",2221
245,1,76,4,2,12,13957,0,0,53,"{'10-20': -0.8, '0-10': -0.1, '30-end': -0.4, '20-30': 0.20000000000000007}","{'10-20': 130.79999999999998, '0-10': -14.599999999999994, '30-end': 138.59999999999997, '20-30': -9.400000000000034}",2221
246,1,40,1,7,11,9088,1,0,78,{'0-10': 0},{'0-10': 0},2221
247,1,18,1,5,7,14901,0,5,47,{'0-10': 0},{'0-10': 0},2221
248,1,157,7,2,8,17241,0,2,27,{'0-10': 0},{'0-10': 0},2221
249,1,126,9,5,6,15853,0,1,41,"{'10-20': -1.1999999999999997, '0-10': 0.6999999999999997, '30-end': 2.2, '20-30': -1.1999999999999995}","{'10-20': -98.4, '0-10': 49.60000000000002, '30-end': 191.60000000000002, '20-30': -99.30000000000001}",2221
250,0,133,2,5,5,8536,0,1,24,"{'10-20': -2.2, '0-10': 1.9}","{'10-20': -139.99999999999997, '0-10': 19.599999999999994}",1662
251,0,222,5,4,4,12759,0,0,24,"{'10-20': 1.0500000000000003, '0-10': 0.8500000000000001}","{'10-20': 17.299999999999983, '0-10': 31.399999999999977}",1662
252,0,76,10,3,3,11702,0,0,67,{'0-10': 0},{'0-10': 0},1662
253,0,78,3,9,8,6922,0,0,63,"{'10-20': 1.0500000000000003, '0-10': 0.8500000000000001}","{'10-20': 17.299999999999983, '0-10': 31.399999999999977}",1662
254,0,106,0,6,6,9066,0,1,21,{'0-10': 0},{'0-10': 0},1662
255,1,517,7,2,11,11840,0,1,43,"{'10-20': 2.2, '0-10': -1.9}","{'10-20': 139.99999999999997, '0-10': -19.599999999999994}",1662
256,1,203,10,4,12,12242,0,0,29,{'0-10': 0},{'0-10': 0},1662
257,1,89,2,8,13,6901,0,0,64,"{'10-20': -1.0500000000000003, '0-10': -0.8500000000000001}","{'10-20': -17.299999999999983, '0-10': -31.399999999999977}",1662
258,1,266,4,4,11,11088,0,0,20,{'0-10': 0},{'0-10': 0},1662
259,1,145,4,2,7,12015,0,3,22,"{'10-20': -1.0500000000000003, '0-10': -0.8500000000000001}","{'10-20': -17.299999999999983, '0-10': -31.399999999999977}",1662
260,0,18,4,5,1,7927,0,0,23,{'0-10': 0},{'0-10': 0},1243
261,0,77,4,1,3,9196,0,0,33,"{'10-20': -0.30000000000000004, '0-10': 0.5}","{'10-20': -80.39999999999998, '0-10': 100.6}",1243
262,0,526,1,6,3,4984,0,0,24,"{'10-20': 1.25, '0-10': 0.6499999999999999}","{'10-20': -39.5, '0-10': -28.44999999999999}",1243
263,0,106,0,3,4,6932,0,1,13,{'0-10': 0},{'0-10': 0},1243
264,0,145,1,3,2,7139,0,1,20,"{'10-20': 1.25, '0-10': 0.6499999999999999}","{'10-20': -39.5, '0-10': -28.44999999999999}",1243
265,1,76,3,2,3,8275,0,1,22,"{'10-20': 0.30000000000000004, '0-10': -0.5}","{'10-20': 80.39999999999998, '0-10': -100.6}",1243
266,1,78,0,3,7,5361,0,0,46,"{'10-20': -1.25, '0-10': -0.6499999999999999}","{'10-20': 39.5, '0-10': 28.44999999999999}",1243
267,1,236,4,4,6,9257,0,0,20,{'0-10': 0},{'0-10': 0},1243
268,1,67,7,1,5,8845,0,2,16,"{'10-20': -1.25, '0-10': -0.6499999999999999}","{'10-20': 39.5, '0-10': 28.44999999999999}",1243
269,1,58,4,0,4,9754,0,1,19,{'0-10': 0},{'0-10': 0},1243
270,1,236,3,7,6,9469,0,1,29,"{'10-20': -1.9, '0-10': -1.5000000000000004}","{'10-20': -249.29999999999998, '0-10': -113.29999999999998}",1782
271,1,517,7,6,9,13147,1,0,31,"{'10-20': -0.6000000000000005, '0-10': 0.20000000000000018}","{'10-20': 43.599999999999966, '0-10': -2.799999999999983}",1782
272,1,79,7,4,14,10731,0,1,62,"{'10-20': -0.5999999999999999, '0-10': -0.44999999999999973}","{'10-20': 16.399999999999977, '0-10': 79.10000000000001}",1782
273,1,77,8,6,14,13081,0,3,35,"{'10-20': 0.30000000000000004, '0-10': 0.4}","{'10-20': 93.80000000000001, '0-10': 89.19999999999999}",1782
274,1,81,7,2,13,14295,0,2,28,"{'10-20': -0.5999999999999999, '0-10': -0.44999999999999973}","{'10-20': 16.399999999999977, '0-10': 79.10000000000001}",1782
275,0,103,13,2,4,14512,0,0,28,"{'10-20': 1.9, '0-10': 1.5000000000000004}","{'10-20': 249.29999999999998, '0-10': 113.29999999999998}",1782
276,0,126,6,9,3,11246,0,2,34,"{'10-20': 0.6000000000000005, '0-10': -0.20000000000000018}","{'10-20': -43.599999999999966, '0-10': 2.799999999999983}",1782
277,0,106,3,7,8,8826,0,0,29,"{'10-20': -0.30000000000000004, '0-10': -0.4}","{'10-20': -93.80000000000001, '0-10': -89.19999999999999}",1782
278,0,18,2,5,3,11996,0,2,39,"{'10-20': 0.5999999999999999, '0-10': 0.44999999999999973}","{'10-20': -16.399999999999977, '0-10': -79.10000000000001}",1782
279,0,201,1,9,11,6814,0,0,67,"{'10-20': 0.5999999999999999, '0-10': 0.44999999999999973}","{'10-20': -16.399999999999977, '0-10': -79.10000000000001}",1782
280,1,79,3,3,24,8571,0,0,66,"{'10-20': -0.4999999999999998, '0-10': -0.34999999999999964}","{'10-20': 131.04999999999998, '0-10': -3.450000000000017}",1518
281,1,517,3,8,15,8429,0,0,18,"{'10-20': 2.8999999999999995, '0-10': 2.0999999999999996}","{'10-20': -45.05000000000001, '0-10': 14.149999999999977}",1518
282,1,145,15,8,10,13200,0,1,20,"{'10-20': -0.4999999999999998, '0-10': -0.34999999999999964}","{'10-20': 131.04999999999998, '0-10': -3.450000000000017}",1518
283,1,20,3,2,18,9407,1,0,27,{'0-10': 0},{'0-10': 0},1518
284,1,41,14,1,12,14930,0,4,15,"{'10-20': 2.8999999999999995, '0-10': 2.0999999999999996}","{'10-20': -45.05000000000001, '0-10': 14.149999999999977}",1518
285,0,14,6,8,5,9248,0,0,41,{'0-10': 0},{'0-10': 0},1518
286,0,111,3,10,8,6515,0,0,32,"{'10-20': 0.4999999999999998, '0-10': 0.34999999999999964}","{'10-20': -131.04999999999998, '0-10': 3.450000000000017}",1518
287,0,84,6,6,3,10817,0,0,16,"{'10-20': -2.8999999999999995, '0-10': -2.0999999999999996}","{'10-20': 45.05000000000001, '0-10': -14.149999999999977}",1518
288,0,77,3,4,9,9662,0,1,20,"{'10-20': -2.8999999999999995, '0-10': -2.0999999999999996}","{'10-20': 45.05000000000001, '0-10': -14.149999999999977}",1518
289,0,429,4,10,6,9170,0,0,16,"{'10-20': 0.4999999999999998, '0-10': 0.34999999999999964}","{'10-20': -131.04999999999998, '0-10': 3.450000000000017}",1518
290,0,34,5,4,4,12221,0,1,22,"{'10-20': 1.0000000000000004, '0-10': 1.5999999999999996}","{'10-20': -67.50000000000003, '0-10': 109.39999999999998}",1713
291,0,163,2,6,3,9581,0,1,32,"{'10-20': 1.1, '0-10': 0}","{'10-20': -32.60000000000002, '0-10': -8}",1713
292,0,22,2,4,4,9559,0,0,22,"{'10-20': -0.9500000000000004, '0-10': -0.7000000000000002}","{'10-20': -81.79999999999998, '0-10': -20.950000000000017}",1713
293,0,50,1,5,4,6278,0,0,60,"{'10-20': -0.9500000000000004, '0-10': -0.7000000000000002}","{'10-20': -81.79999999999998, '0-10': -20.950000000000017}",1713
294,0,150,2,4,3,10330,0,1,20,"{'10-20': -1.4, '0-10': 2.5000000000000004}","{'10-20': 0.1999999999999602, '0-10': 1.799999999999983}",1713
295,1,121,5,2,10,10550,1,2,33,"{'10-20': -1.1, '0-10': 0}","{'10-20': 32.60000000000002, '0-10': 8}",1713
296,1,26,1,1,15,8626,0,0,34,"{'10-20': 0.9500000000000004, '0-10': 0.7000000000000002}","{'10-20': 81.79999999999998, '0-10': 20.950000000000017}",1713
297,1,58,3,3,4,11931,0,1,29,"{'10-20': 1.4, '0-10': -2.5000000000000004}","{'10-20': -0.1999999999999602, '0-10': -1.799999999999983}",1713
298,1,222,11,2,7,14583,0,4,38,"{'10-20': 0.9500000000000004, '0-10': 0.7000000000000002}","{'10-20': 81.79999999999998, '0-10': 20.950000000000017}",1713
299,1,43,3,4,8,9464,0,0,43,"{'10-20': -1.0000000000000004, '0-10': -1.5999999999999996}","{'10-20': 67.50000000000003, '0-10': -109.39999999999998}",1713
300,1,84,14,0,6,14043,0,4,15,"{'10-20': 4.4, '0-10': 3.4999999999999996}","{'10-20': 239.09999999999997, '0-10': 47.900000000000006}",1338
301,1,67,5,6,6,8667,0,0,21,"{'10-20': -0.4500000000000004, '0-10': -0.25000000000000044}","{'10-20': 26.74999999999997, '0-10': 5.94999999999996}",1338
302,1,79,2,4,10,8061,0,0,12,"{'10-20': -2.9000000000000004, '0-10': -0.49999999999999956}","{'10-20': -114.10000000000002, '0-10': 11.799999999999983}",1338
303,1,77,5,2,12,9847,0,1,21,"{'10-20': 0, '0-10': -0.6}","{'10-20': 12.599999999999994, '0-10': -73.89999999999998}",1338
304,1,89,3,2,18,7432,0,0,41,"{'10-20': -0.4500000000000004, '0-10': -0.25000000000000044}","{'10-20': 26.74999999999997, '0-10': 5.94999999999996}",1338
305,0,54,3,3,6,6762,0,0,13,"{'10-20': -4.4, '0-10': -3.4999999999999996}","{'10-20': -239.09999999999997, '0-10': -47.900000000000006}",1338
306,0,145,7,8,4,9656,0,1,28,"{'10-20': 0.4500000000000004, '0-10': 0.25000000000000044}","{'10-20': -26.74999999999997, '0-10': -5.94999999999996}",1338
307,0,266,1,5,2,8540,0,1,16,"{'10-20': 2.9000000000000004, '0-10': 0.49999999999999956}","{'10-20': 114.10000000000002, '0-10': -11.799999999999983}",1338
308,0,9,3,6,8,8362,0,0,26,"{'10-20': 0, '0-10': 0.6}","{'10-20': -12.599999999999994, '0-10': 73.89999999999998}",1338
309,0,526,0,7,8,5121,0,0,31,"{'10-20': 0.4500000000000004, '0-10': 0.25000000000000044}","{'10-20': -26.74999999999997, '0-10': -5.94999999999996}",1338
310,0,360,5,7,5,10486,0,0,31,{'0-10': 0},{'0-10': 0},1709
311,0,58,7,6,5,12614,0,2,27,{'0-10': 0},{'0-10': 0},1709
312,0,120,2,6,7,9926,0,0,29,{'0-10': 0},{'0-10': 0},1709
313,0,526,3,7,9,7317,0,0,76,{'0-10': 0},{'0-10': 0},1709
314,0,61,2,0,8,9536,0,0,14,{'0-10': 0},{'0-10': 0},1709
315,1,236,8,6,5,13830,0,3,31,{'0-10': 0},{'0-10': 0},1709
316,1,2,6,3,6,11468,1,0,23,{'0-10': 0},{'0-10': 0},1709
317,1,12,2,5,12,8315,0,0,78,{'0-10': 0},{'0-10': 0},1709
318,1,145,3,4,12,12830,0,3,27,{'0-10': 0},{'0-10': 0},1709
319,1,517,7,1,5,13145,0,2,21,{'0-10': 0},{'0-10': 0},1709
320,1,203,9,1,5,10783,1,3,40,"{'10-20': 1.7999999999999998, '0-10': 0.3}","{'10-20': 164.7, '0-10': -31.200000000000017}",1222
321,1,526,3,0,8,6198,0,0,34,"{'10-20': -0.1499999999999997, '0-10': -0.25}","{'10-20': 104.55000000000001, '0-10': 11.200000000000031}",1222
322,1,103,6,1,3,9951,0,2,20,"{'10-20': 2.9, '0-10': 2.2999999999999994}","{'10-20': 190.39999999999998, '0-10': 122.80000000000001}",1222
323,1,517,1,5,2,6793,0,1,16,"{'10-20': -0.30000000000000004, '0-10': -0.8000000000000003}","{'10-20': -27.00000000000003, '0-10': -46.70000000000002}",1222
324,1,236,3,2,5,7768,0,0,8,"{'10-20': -0.1499999999999997, '0-10': -0.25}","{'10-20': 104.55000000000001, '0-10': 11.200000000000031}",1222
325,0,145,0,5,0,6375,0,0,12,"{'10-20': 0.1499999999999997, '0-10': 0.25}","{'10-20': -104.55000000000001, '0-10': -11.200000000000031}",1222
326,0,89,0,3,0,4109,0,0,35,"{'10-20': 0.1499999999999997, '0-10': 0.25}","{'10-20': -104.55000000000001, '0-10': -11.200000000000031}",1222
327,0,62,3,5,0,7418,0,1,10,"{'10-20': -2.9, '0-10': -2.2999999999999994}","{'10-20': -190.39999999999998, '0-10': -122.80000000000001}",1222
328,0,876,1,3,3,7242,0,0,13,"{'10-20': -1.7999999999999998, '0-10': -0.3}","{'10-20': -164.7, '0-10': 31.200000000000017}",1222
329,0,106,5,6,2,7527,0,0,11,"{'10-20': 0.30000000000000004, '0-10': 0.8000000000000003}","{'10-20': 27.00000000000003, '0-10': 46.70000000000002}",1222
330,1,18,12,2,4,13444,1,3,15,"{'10-20': -0.3500000000000001, '0-10': -0.19999999999999973}","{'10-20': 65.24999999999997, '0-10': 5.549999999999983}",1602
331,1,103,6,5,7,11930,0,2,16,"{'10-20': -1.1, '0-10': 2.5}","{'10-20': -141.10000000000002, '0-10': 46.20000000000002}",1602
332,1,89,1,3,21,8217,0,0,67,"{'10-20': -0.3500000000000001, '0-10': -0.19999999999999973}","{'10-20': 65.24999999999997, '0-10': 5.549999999999983}",1602
333,1,150,8,7,11,12761,0,2,23,"{'10-20': 0.7999999999999994, '0-10': 0.20000000000000018}","{'10-20': 52.50000000000003, '0-10': 103.50000000000003}",1602
334,1,79,8,3,13,11832,0,1,25,"{'10-20': 0.3999999999999999, '0-10': -0.4}","{'10-20': -81.19999999999993, '0-10': -127.30000000000001}",1602
335,0,497,0,5,7,5602,0,0,66,"{'10-20': 0.3500000000000001, '0-10': 0.19999999999999973}","{'10-20': -65.24999999999997, '0-10': -5.549999999999983}",1602
336,0,163,4,9,13,10978,0,0,36,"{'10-20': -0.3999999999999999, '0-10': 0.4}","{'10-20': 81.19999999999993, '0-10': 127.30000000000001}",1602
337,0,145,5,6,1,11477,0,1,25,"{'10-20': 0.3500000000000001, '0-10': 0.19999999999999973}","{'10-20': -65.24999999999997, '0-10': -5.549999999999983}",1602
338,0,126,7,9,2,11274,0,2,22,"{'10-20': -0.7999999999999994, '0-10': -0.20000000000000018}","{'10-20': -52.50000000000003, '0-10': -103.50000000000003}",1602
339,0,142,4,6,5,9191,0,1,16,"{'10-20': 1.1, '0-10': -2.5}","{'10-20': 141.10000000000002, '0-10': -46.20000000000002}",1602
340,1,12,1,6,19,8780,0,2,66,{'0-10': 0},{'0-10': 0},1929
341,1,79,2,6,11,12995,0,3,25,"{'10-20': 0.4000000000000008, '0-10': 2.5999999999999996, '20-30': 1.9999999999999998}","{'10-20': -131.7, '0-10': 27.099999999999994, '20-30': 157.70000000000005}",1929
342,1,42,13,4,4,18391,2,3,12,{'0-10': 0},{'0-10': 0},1929
343,1,120,11,7,12,14662,0,1,42,"{'10-20': 0.09999999999999992, '0-10': 0.5, '20-30': 0.7000000000000001}","{'10-20': -125.39999999999998, '0-10': -49.70000000000002, '20-30': -5.0999999999999375}",1929
344,1,145,4,11,10,13190,0,1,29,{'0-10': 0},{'0-10': 0},1929
345,0,876,9,6,11,13635,0,0,29,"{'10-20': -0.09999999999999992, '0-10': -0.5, '20-30': -0.7000000000000001}","{'10-20': 125.39999999999998, '0-10': 49.70000000000002, '20-30': 5.0999999999999375}",1929
346,0,498,8,8,9,14062,0,2,28,{'0-10': 0},{'0-10': 0},1929
347,0,62,5,5,11,12145,0,1,12,"{'10-20': -0.4000000000000008, '0-10': -2.5999999999999996, '20-30': -1.9999999999999998}","{'10-20': 131.7, '0-10': -27.099999999999994, '20-30': -157.70000000000005}",1929
348,0,89,4,6,22,10279,0,0,83,{'0-10': 0},{'0-10': 0},1929
349,0,75,8,6,8,13557,0,2,24,{'0-10': 0},{'0-10': 0},1929
350,1,62,2,1,2,8308,0,2,19,{'0-10': 0},{'0-10': 0},1252
351,1,163,4,0,4,7660,0,1,20,{'0-10': 0},{'0-10': 0},1252
352,1,4,1,2,4,8178,0,1,10,"{'10-20': -1.3000000000000003, '0-10': -0.10000000000000009}","{'10-20': 63.99999999999997, '0-10': -14.100000000000023}",1252
353,1,202,8,0,3,10172,0,0,22,"{'10-20': 2.5999999999999996, '0-10': 1.6500000000000001}","{'10-20': 132.20000000000002, '0-10': 43.150000000000034}",1252
354,1,53,1,2,5,5419,0,0,46,"{'10-20': 2.5999999999999996, '0-10': 1.6500000000000001}","{'10-20': 132.20000000000002, '0-10': 43.150000000000034}",1252
355,0,40,0,4,4,4247,0,0,23,"{'10-20': -2.5999999999999996, '0-10': -1.6500000000000001}","{'10-20': -132.20000000000002, '0-10': -43.150000000000034}",1252
356,0,76,0,5,3,6633,0,1,17,{'0-10': 0},{'0-10': 0},1252
357,0,126,2,2,1,7019,0,0,15,{'0-10': 0},{'0-10': 0},1252
358,0,222,0,3,1,5588,0,0,9,"{'10-20': -2.5999999999999996, '0-10': -1.6500000000000001}","{'10-20': -132.20000000000002, '0-10': -43.150000000000034}",1252
359,0,18,3,2,2,8876,0,0,21,"{'10-20': 1.3000000000000003, '0-10': 0.10000000000000009}","{'10-20': -63.99999999999997, '0-10': 14.100000000000023}",1252
360,0,202,4,2,4,13234,0,1,36,{'0-10': 0},{'0-10': 0},1931
361,0,266,4,2,5,13851,0,2,37,"{'10-20': 3.7, '0-10': 2.099999999999999, '20-30': 1.5}","{'10-20': 10.399999999999977, '0-10': 133.10000000000002, '20-30': -71.79999999999998}",1931
