,winloss,playerId,championPlayed,kills,deaths,assists,goldEarned,inhibitorKills,turretKills,visionScore,totalDamageDealt,totalDamageTaken,longestTimeSpentLiving,totalDamageDealtToChampions,totalTimeCrowdControlDealt,firstBlood,firstTower,firstInhibitor,firstBaron,firstDragon,firstRiftHerald
0,1,5LNRBcppKCZV8x12uakfUgR8cBbwsUazAIHPzX7zbEm2sw,126,4,5,4,9714,0,1,17,146075,15298,272,16154,152,True,False,False,False,True,False
1,1,5LNRBcppKCZV8x12uakfUgR8cBbwsUazAIHPzX7zbEm2sw,126,4,1,10,9668,1,0,14,113719,8541,341,13414,147,False,True,True,False,True,True
2,1,5LNRBcppKCZV8x12uakfUgR8cBbwsUazAIHPzX7zbEm2sw,266,12,3,12,15119,0,2,31,182038,52450,879,39448,166,False,False,True,True,False,False
3,0,5LNRBcppKCZV8x12uakfUgR8cBbwsUazAIHPzX7zbEm2sw,79,2,10,4,10204,0,0,25,131415,30078,299,17103,438,False,False,False,True,True,False
4,1,5LNRBcppKCZV8x12uakfUgR8cBbwsUazAIHPzX7zbEm2sw,79,3,2,6,5458,0,0,7,43638,10867,783,8112,214,True,True,False,False,True,False
5,0,5LNRBcppKCZV8x12uakfUgR8cBbwsUazAIHPzX7zbEm2sw,126,1,6,0,6180,0,0,9,79134,14934,465,11929,93,False,False,False,False,True,False
6,0,5LNRBcppKCZV8x12uakfUgR8cBbwsUazAIHPzX7zbEm2sw,126,4,5,0,8511,0,0,18,100814,13152,480,12816,133,False,False,False,False,True,False
7,1,5LNRBcppKCZV8x12uakfUgR8cBbwsUazAIHPzX7zbEm2sw,79,6,3,5,8125,0,0,18,81583,17781,825,11456,304,False,True,False,False,False,False
8,1,5LNRBcppKCZV8x12uakfUgR8cBbwsUazAIHPzX7zbEm2sw,518,0,5,13,12138,0,1,31,170918,21221,500,20913,236,True,True,False,True,True,True
9,0,5LNRBcppKCZV8x12uakfUgR8cBbwsUazAIHPzX7zbEm2sw,126,10,10,2,13384,0,2,21,152800,26094,323,22698,116,True,False,False,False,False,False
10,0,5LNRBcppKCZV8x12uakfUgR8cBbwsUazAIHPzX7zbEm2sw,126,0,10,4,6172,0,0,14,72546,18198,346,13830,102,False,False,False,False,False,False
11,0,5LNRBcppKCZV8x12uakfUgR8cBbwsUazAIHPzX7zbEm2sw,126,10,7,6,13271,0,1,21,161262,19876,486,31226,169,False,False,False,False,True,False
12,1,5LNRBcppKCZV8x12uakfUgR8cBbwsUazAIHPzX7zbEm2sw,126,10,2,4,12367,0,3,25,159838,12267,477,22430,176,True,True,False,False,True,True
13,0,5LNRBcppKCZV8x12uakfUgR8cBbwsUazAIHPzX7zbEm2sw,126,7,5,8,15843,1,5,18,232901,17891,674,36882,172,False,True,True,False,False,False
14,0,5LNRBcppKCZV8x12uakfUgR8cBbwsUazAIHPzX7zbEm2sw,8,5,6,2,11710,0,1,19,160852,27376,775,18351,115,False,False,False,False,True,False
15,1,5LNRBcppKCZV8x12uakfUgR8cBbwsUazAIHPzX7zbEm2sw,126,5,5,6,10600,0,2,18,133729,16690,492,19621,138,True,True,False,False,False,True
16,1,5LNRBcppKCZV8x12uakfUgR8cBbwsUazAIHPzX7zbEm2sw,8,8,3,7,11473,0,1,16,127705,23191,654,24763,88,True,False,False,True,True,False
17,1,5LNRBcppKCZV8x12uakfUgR8cBbwsUazAIHPzX7zbEm2sw,126,10,0,8,14616,0,3,25,166005,11429,1363,21897,204,False,True,True,False,False,True
18,1,5LNRBcppKCZV8x12uakfUgR8cBbwsUazAIHPzX7zbEm2sw,58,12,2,10,16670,0,2,22,201303,33426,1063,31497,133,True,True,True,True,True,True
19,1,5LNRBcppKCZV8x12uakfUgR8cBbwsUazAIHPzX7zbEm2sw,126,10,5,8,16726,1,6,32,233970,22265,661,40689,176,False,True,True,True,False,True
20,1,5LNRBcppKCZV8x12uakfUgR8cBbwsUazAIHPzX7zbEm2sw,54,3,2,7,10094,0,1,23,118216,19235,900,13478,1199,True,False,True,True,True,False
21,0,5LNRBcppKCZV8x12uakfUgR8cBbwsUazAIHPzX7zbEm2sw,126,4,3,2,10286,0,1,33,136786,13071,980,17315,132,False,True,False,False,False,False
22,0,5LNRBcppKCZV8x12uakfUgR8cBbwsUazAIHPzX7zbEm2sw,117,3,8,11,7208,0,0,41,15173,12607,421,5718,245,False,False,False,False,False,False
23,1,5LNRBcppKCZV8x12uakfUgR8cBbwsUazAIHPzX7zbEm2sw,106,6,2,8,14006,1,4,25,162786,21458,374,15492,234,False,True,True,True,True,False
24,0,5LNRBcppKCZV8x12uakfUgR8cBbwsUazAIHPzX7zbEm2sw,126,0,5,1,5520,0,0,9,59070,8036,333,6285,73,False,False,False,False,False,True
25,1,5LNRBcppKCZV8x12uakfUgR8cBbwsUazAIHPzX7zbEm2sw,126,3,4,3,6477,0,0,14,68891,9584,225,7040,90,True,True,False,False,True,True
26,1,5LNRBcppKCZV8x12uakfUgR8cBbwsUazAIHPzX7zbEm2sw,236,10,4,3,11595,0,2,18,119323,9185,234,15918,87,True,True,False,False,True,True
27,1,5LNRBcppKCZV8x12uakfUgR8cBbwsUazAIHPzX7zbEm2sw,117,3,6,16,12729,0,4,31,107124,21012,576,11714,527,True,True,True,True,True,True
28,1,5LNRBcppKCZV8x12uakfUgR8cBbwsUazAIHPzX7zbEm2sw,79,4,3,14,10402,1,1,17,100539,33862,687,19410,815,True,True,True,False,False,True
29,0,5LNRBcppKCZV8x12uakfUgR8cBbwsUazAIHPzX7zbEm2sw,79,2,6,16,13302,0,0,36,178903,28915,709,17944,453,True,False,True,False,False,False
30,1,5LNRBcppKCZV8x12uakfUgR8cBbwsUazAIHPzX7zbEm2sw,126,3,5,7,9992,1,1,21,133810,14306,476,17160,117,False,True,True,True,True,False
31,1,5LNRBcppKCZV8x12uakfUgR8cBbwsUazAIHPzX7zbEm2sw,150,3,3,6,8538,0,1,8,119661,19671,825,19603,391,False,True,False,False,True,False
32,0,5LNRBcppKCZV8x12uakfUgR8cBbwsUazAIHPzX7zbEm2sw,266,2,10,6,9642,0,1,26,109493,37966,431,18075,232,False,True,False,False,False,False
33,1,5LNRBcppKCZV8x12uakfUgR8cBbwsUazAIHPzX7zbEm2sw,126,9,5,6,15853,0,1,41,266996,22337,571,46654,193,False,False,False,False,True,False
34,0,5LNRBcppKCZV8x12uakfUgR8cBbwsUazAIHPzX7zbEm2sw,106,0,6,6,9066,0,1,21,88579,22658,448,10671,248,False,True,False,False,False,True
35,1,5LNRBcppKCZV8x12uakfUgR8cBbwsUazAIHPzX7zbEm2sw,236,4,4,6,9257,0,0,20,98407,9627,350,12001,8,True,False,False,False,True,False
36,0,5LNRBcppKCZV8x12uakfUgR8cBbwsUazAIHPzX7zbEm2sw,126,6,9,3,11246,0,2,34,148646,23293,298,22583,106,True,False,False,False,True,False
37,1,5LNRBcppKCZV8x12uakfUgR8cBbwsUazAIHPzX7zbEm2sw,79,3,3,24,8571,0,0,66,22963,16354,459,12474,159,True,False,True,True,True,False
38,0,5LNRBcppKCZV8x12uakfUgR8cBbwsUazAIHPzX7zbEm2sw,150,2,4,3,10330,0,1,20,152380,22984,746,16892,436,False,True,False,False,False,True
39,1,5LNRBcppKCZV8x12uakfUgR8cBbwsUazAIHPzX7zbEm2sw,79,2,4,10,8061,0,0,12,101723,18416,453,11596,303,True,True,False,True,False,True
40,0,5LNRBcppKCZV8x12uakfUgR8cBbwsUazAIHPzX7zbEm2sw,58,7,6,5,12614,0,2,27,134411,29767,718,18626,138,True,True,False,False,False,True
41,0,5LNRBcppKCZV8x12uakfUgR8cBbwsUazAIHPzX7zbEm2sw,106,5,6,2,7527,0,0,11,83053,20506,358,13921,211,False,False,False,False,False,False
42,1,5LNRBcppKCZV8x12uakfUgR8cBbwsUazAIHPzX7zbEm2sw,150,8,7,11,12761,0,2,23,127677,32589,350,19370,514,True,True,True,True,False,True
43,1,5LNRBcppKCZV8x12uakfUgR8cBbwsUazAIHPzX7zbEm2sw,79,2,6,11,12995,0,3,25,175892,29049,600,21751,484,False,True,True,True,False,True
44,1,5LNRBcppKCZV8x12uakfUgR8cBbwsUazAIHPzX7zbEm2sw,62,2,1,2,8308,0,2,19,81383,8902,285,5756,13,True,False,False,False,True,False
45,0,5LNRBcppKCZV8x12uakfUgR8cBbwsUazAIHPzX7zbEm2sw,266,4,2,5,13851,0,2,37,193571,35412,1022,17455,338,True,True,False,False,False,True
46,0,5LNRBcppKCZV8x12uakfUgR8cBbwsUazAIHPzX7zbEm2sw,58,3,7,1,8570,0,0,11,101246,24418,328,11902,36,False,False,False,False,True,False
47,0,5LNRBcppKCZV8x12uakfUgR8cBbwsUazAIHPzX7zbEm2sw,518,2,8,7,8738,0,1,19,99040,22110,431,23324,186,False,True,False,False,False,True
48,1,5LNRBcppKCZV8x12uakfUgR8cBbwsUazAIHPzX7zbEm2sw,236,4,3,5,12960,0,1,31,185185,11734,1143,13393,38,False,True,True,True,False,True
49,0,5LNRBcppKCZV8x12uakfUgR8cBbwsUazAIHPzX7zbEm2sw,106,3,3,0,6150,0,0,3,64976,11038,562,6999,170,False,False,False,False,True,False
50,1,5LNRBcppKCZV8x12uakfUgR8cBbwsUazAIHPzX7zbEm2sw,79,3,2,7,10111,0,1,18,87329,18623,520,8650,664,False,True,True,False,False,True
51,0,5LNRBcppKCZV8x12uakfUgR8cBbwsUazAIHPzX7zbEm2sw,106,1,4,0,7944,0,0,20,97153,20751,464,10683,316,True,False,False,False,False,False
52,1,5LNRBcppKCZV8x12uakfUgR8cBbwsUazAIHPzX7zbEm2sw,150,3,6,8,9549,0,1,16,107817,21641,295,13815,364,False,False,True,True,False,False
53,1,5LNRBcppKCZV8x12uakfUgR8cBbwsUazAIHPzX7zbEm2sw,517,2,5,4,7080,1,0,10,75407,14938,339,8534,282,False,True,True,False,False,True
54,1,5LNRBcppKCZV8x12uakfUgR8cBbwsUazAIHPzX7zbEm2sw,78,3,5,7,9759,0,2,16,102762,24257,396,14735,526,True,True,True,True,True,True
55,1,5LNRBcppKCZV8x12uakfUgR8cBbwsUazAIHPzX7zbEm2sw,13,0,0,0,906,0,0,0,2425,375,0,488,3,True,False,False,False,False,False
56,1,5LNRBcppKCZV8x12uakfUgR8cBbwsUazAIHPzX7zbEm2sw,236,7,5,4,9536,0,0,23,98791,12934,220,11665,3,True,True,False,True,False,True
57,0,5LNRBcppKCZV8x12uakfUgR8cBbwsUazAIHPzX7zbEm2sw,150,1,6,7,7542,0,0,26,74910,16729,495,7663,289,False,True,False,False,True,True
58,1,5LNRBcppKCZV8x12uakfUgR8cBbwsUazAIHPzX7zbEm2sw,8,12,3,7,17860,1,4,29,236337,36582,1032,37145,116,False,False,False,True,False,True
59,1,5LNRBcppKCZV8x12uakfUgR8cBbwsUazAIHPzX7zbEm2sw,62,7,1,14,18486,1,6,24,225017,29824,657,18414,137,False,True,False,True,False,True
60,1,5LNRBcppKCZV8x12uakfUgR8cBbwsUazAIHPzX7zbEm2sw,126,4,6,7,14041,1,3,26,208340,17147,455,23263,194,False,True,True,False,True,False
61,0,5LNRBcppKCZV8x12uakfUgR8cBbwsUazAIHPzX7zbEm2sw,236,1,6,4,7700,0,0,18,100357,12533,371,12076,53,False,False,False,False,True,False
62,1,5LNRBcppKCZV8x12uakfUgR8cBbwsUazAIHPzX7zbEm2sw,150,7,2,6,13374,0,4,36,157908,22957,1075,23289,508,True,False,True,True,True,False
63,0,5LNRBcppKCZV8x12uakfUgR8cBbwsUazAIHPzX7zbEm2sw,517,6,5,12,16082,0,1,44,203038,47510,1361,40004,496,True,False,True,True,False,False
64,1,5LNRBcppKCZV8x12uakfUgR8cBbwsUazAIHPzX7zbEm2sw,236,13,9,9,19596,1,5,34,294863,25907,524,50473,45,True,True,True,True,False,True
65,1,5LNRBcppKCZV8x12uakfUgR8cBbwsUazAIHPzX7zbEm2sw,106,2,2,5,6498,0,1,15,51312,9954,623,7704,131,True,True,False,False,True,True
66,1,5LNRBcppKCZV8x12uakfUgR8cBbwsUazAIHPzX7zbEm2sw,164,3,1,1,6484,0,0,10,52233,9055,324,8497,119,True,True,False,False,True,True
67,0,5LNRBcppKCZV8x12uakfUgR8cBbwsUazAIHPzX7zbEm2sw,126,3,5,3,8544,0,1,13,104503,14907,561,16459,130,False,False,False,False,False,False
68,1,5LNRBcppKCZV8x12uakfUgR8cBbwsUazAIHPzX7zbEm2sw,126,12,11,12,18356,0,5,34,259477,34250,378,43071,214,False,False,True,True,True,False
69,1,5LNRBcppKCZV8x12uakfUgR8cBbwsUazAIHPzX7zbEm2sw,236,4,5,4,11946,0,2,24,137425,14185,512,18788,101,False,False,True,True,False,True
70,0,5LNRBcppKCZV8x12uakfUgR8cBbwsUazAIHPzX7zbEm2sw,126,10,6,4,15472,1,5,34,213904,25257,544,32558,109,True,True,False,False,False,True
71,1,5LNRBcppKCZV8x12uakfUgR8cBbwsUazAIHPzX7zbEm2sw,89,6,5,17,10615,0,0,102,30227,16962,831,9483,89,True,False,True,True,True,False
72,1,5LNRBcppKCZV8x12uakfUgR8cBbwsUazAIHPzX7zbEm2sw,517,9,3,11,12493,0,1,20,143331,23462,499,23111,421,True,True,False,True,False,True
73,0,5LNRBcppKCZV8x12uakfUgR8cBbwsUazAIHPzX7zbEm2sw,517,3,7,5,8035,0,0,22,94616,18266,300,13302,341,True,False,False,False,False,True
74,0,5LNRBcppKCZV8x12uakfUgR8cBbwsUazAIHPzX7zbEm2sw,4,3,7,7,9853,0,0,20,121588,19179,301,11262,180,True,False,False,False,True,False
75,1,5LNRBcppKCZV8x12uakfUgR8cBbwsUazAIHPzX7zbEm2sw,150,5,2,10,11199,0,3,15,115385,19901,518,20633,381,True,True,True,True,True,True
76,1,5LNRBcppKCZV8x12uakfUgR8cBbwsUazAIHPzX7zbEm2sw,517,12,7,6,16523,0,2,49,172825,38501,631,31630,406,False,True,True,False,True,True
77,1,5LNRBcppKCZV8x12uakfUgR8cBbwsUazAIHPzX7zbEm2sw,517,6,3,7,11815,0,1,33,140337,21748,844,18454,448,True,True,True,False,False,False
78,0,5LNRBcppKCZV8x12uakfUgR8cBbwsUazAIHPzX7zbEm2sw,517,10,4,4,12504,0,2,18,136906,26263,1029,21196,411,True,True,False,False,False,True
79,1,5LNRBcppKCZV8x12uakfUgR8cBbwsUazAIHPzX7zbEm2sw,517,10,3,3,7638,0,0,13,43382,10656,247,11102,177,False,True,False,False,True,True
80,1,5LNRBcppKCZV8x12uakfUgR8cBbwsUazAIHPzX7zbEm2sw,517,5,4,3,6340,0,0,11,53349,14114,274,9641,208,True,True,False,False,True,False
81,1,5LNRBcppKCZV8x12uakfUgR8cBbwsUazAIHPzX7zbEm2sw,517,9,5,9,12978,1,1,25,131887,17659,460,18002,353,False,True,True,True,True,True
82,1,5LNRBcppKCZV8x12uakfUgR8cBbwsUazAIHPzX7zbEm2sw,517,17,9,12,15995,0,2,21,173667,55685,426,48852,451,False,True,False,True,False,True
83,0,5LNRBcppKCZV8x12uakfUgR8cBbwsUazAIHPzX7zbEm2sw,517,7,5,2,12342,0,2,24,139816,25871,709,18198,421,False,True,False,False,True,True
84,1,5LNRBcppKCZV8x12uakfUgR8cBbwsUazAIHPzX7zbEm2sw,517,9,1,3,9749,0,2,12,99823,20350,260,18601,337,True,True,True,False,False,True
85,1,5LNRBcppKCZV8x12uakfUgR8cBbwsUazAIHPzX7zbEm2sw,516,2,4,14,13371,1,1,28,169016,32809,970,18529,1338,False,True,True,False,False,True
86,0,5LNRBcppKCZV8x12uakfUgR8cBbwsUazAIHPzX7zbEm2sw,54,1,4,2,6768,0,1,11,65581,13108,557,7717,732,True,False,False,False,False,False
87,1,5LNRBcppKCZV8x12uakfUgR8cBbwsUazAIHPzX7zbEm2sw,236,9,8,9,14271,0,1,41,150639,27437,704,25870,61,True,True,True,False,True,True
88,0,5LNRBcppKCZV8x12uakfUgR8cBbwsUazAIHPzX7zbEm2sw,517,5,5,3,10091,0,1,15,98611,27297,615,21807,417,True,False,False,False,True,False
89,1,5LNRBcppKCZV8x12uakfUgR8cBbwsUazAIHPzX7zbEm2sw,517,16,2,9,16626,0,3,24,180690,34682,1208,40278,541,False,True,True,True,False,False
90,0,5LNRBcppKCZV8x12uakfUgR8cBbwsUazAIHPzX7zbEm2sw,126,0,5,3,5654,0,0,17,60478,11874,626,7183,118,False,False,False,False,True,True
91,1,5LNRBcppKCZV8x12uakfUgR8cBbwsUazAIHPzX7zbEm2sw,126,13,5,13,14966,0,3,17,159110,19511,479,30821,177,True,True,True,True,False,False
92,1,5LNRBcppKCZV8x12uakfUgR8cBbwsUazAIHPzX7zbEm2sw,150,3,0,1,6259,0,1,10,57079,5405,0,6805,232,True,True,False,False,True,False
93,1,5LNRBcppKCZV8x12uakfUgR8cBbwsUazAIHPzX7zbEm2sw,126,4,6,11,13286,0,2,28,170038,16096,264,14787,149,False,True,True,True,True,True
94,1,5LNRBcppKCZV8x12uakfUgR8cBbwsUazAIHPzX7zbEm2sw,126,11,5,8,14880,1,5,36,181302,21786,816,39745,136,True,True,True,True,True,True
95,1,5LNRBcppKCZV8x12uakfUgR8cBbwsUazAIHPzX7zbEm2sw,126,5,1,5,11275,0,4,17,150950,9193,657,19909,126,False,True,True,False,True,True
96,1,5LNRBcppKCZV8x12uakfUgR8cBbwsUazAIHPzX7zbEm2sw,236,13,4,6,16295,0,4,35,176998,14745,620,23485,42,True,False,True,True,True,False
97,1,5LNRBcppKCZV8x12uakfUgR8cBbwsUazAIHPzX7zbEm2sw,517,11,4,7,14002,0,4,28,167144,27988,805,34469,476,True,True,True,True,True,True
98,0,5LNRBcppKCZV8x12uakfUgR8cBbwsUazAIHPzX7zbEm2sw,126,5,6,1,13592,0,4,17,188090,23116,745,25674,125,True,True,True,True,False,False
99,1,5LNRBcppKCZV8x12uakfUgR8cBbwsUazAIHPzX7zbEm2sw,14,4,3,8,10755,0,1,10,111489,32796,682,16236,448,True,True,True,True,True,False
100,0,5LNRBcppKCZV8x12uakfUgR8cBbwsUazAIHPzX7zbEm2sw,517,9,6,5,12493,0,1,16,109606,30714,764,24938,418,False,False,False,False,False,False
101,1,5LNRBcppKCZV8x12uakfUgR8cBbwsUazAIHPzX7zbEm2sw,236,6,7,3,11572,0,2,27,138246,16435,425,17077,17,False,True,True,True,True,False
102,1,5LNRBcppKCZV8x12uakfUgR8cBbwsUazAIHPzX7zbEm2sw,133,4,2,2,4499,0,0,10,20032,4153,162,4777,33,False,False,False,False,True,True
103,1,5LNRBcppKCZV8x12uakfUgR8cBbwsUazAIHPzX7zbEm2sw,517,5,9,6,10991,0,0,22,109772,33151,392,22643,362,False,True,True,True,False,False
104,0,5LNRBcppKCZV8x12uakfUgR8cBbwsUazAIHPzX7zbEm2sw,150,5,5,12,10318,0,0,23,112264,26548,659,19545,380,True,True,False,False,False,True
105,1,5LNRBcppKCZV8x12uakfUgR8cBbwsUazAIHPzX7zbEm2sw,126,4,2,3,7819,0,2,8,70760,9062,330,10691,100,True,True,True,False,False,True
106,1,5LNRBcppKCZV8x12uakfUgR8cBbwsUazAIHPzX7zbEm2sw,517,4,7,13,11902,0,3,37,116360,29190,475,20834,361,True,False,True,False,False,False
107,0,5LNRBcppKCZV8x12uakfUgR8cBbwsUazAIHPzX7zbEm2sw,236,2,10,1,6044,0,0,12,58901,14929,158,10841,11,True,False,False,False,False,False
108,1,5LNRBcppKCZV8x12uakfUgR8cBbwsUazAIHPzX7zbEm2sw,518,5,0,5,8099,0,1,9,76989,8278,0,12683,131,True,True,False,False,True,True
109,1,5LNRBcppKCZV8x12uakfUgR8cBbwsUazAIHPzX7zbEm2sw,517,4,3,5,8062,0,0,12,90894,17918,427,11739,322,True,True,False,False,True,False
110,1,5LNRBcppKCZV8x12uakfUgR8cBbwsUazAIHPzX7zbEm2sw,236,6,4,11,13488,1,3,27,208564,16611,694,21025,104,True,True,True,False,False,False
111,1,5LNRBcppKCZV8x12uakfUgR8cBbwsUazAIHPzX7zbEm2sw,79,3,1,4,6443,0,2,9,51364,7629,499,6520,180,True,True,True,False,True,True
112,0,5LNRBcppKCZV8x12uakfUgR8cBbwsUazAIHPzX7zbEm2sw,58,7,4,0,9396,0,1,12,112338,26105,565,16084,37,False,True,False,False,False,True
113,1,5LNRBcppKCZV8x12uakfUgR8cBbwsUazAIHPzX7zbEm2sw,7,3,5,4,5903,0,1,14,35239,9896,263,8315,19,False,True,False,False,True,False
114,1,5LNRBcppKCZV8x12uakfUgR8cBbwsUazAIHPzX7zbEm2sw,106,5,2,4,9274,0,1,13,103829,19613,230,15361,192,False,True,False,False,False,True
115,1,5LNRBcppKCZV8x12uakfUgR8cBbwsUazAIHPzX7zbEm2sw,150,8,2,3,10765,0,2,20,100493,14906,468,14158,345,False,True,False,False,True,True
116,0,5LNRBcppKCZV8x12uakfUgR8cBbwsUazAIHPzX7zbEm2sw,13,2,6,4,11559,0,2,34,167909,16544,844,14016,102,True,True,False,False,False,True
117,0,5LNRBcppKCZV8x12uakfUgR8cBbwsUazAIHPzX7zbEm2sw,67,5,11,0,11152,0,1,22,123071,20323,260,17833,57,True,True,False,False,False,True
118,0,5LNRBcppKCZV8x12uakfUgR8cBbwsUazAIHPzX7zbEm2sw,236,2,3,2,6893,0,1,6,51381,6987,360,6873,22,True,False,False,False,False,False
119,1,5LNRBcppKCZV8x12uakfUgR8cBbwsUazAIHPzX7zbEm2sw,150,4,4,10,12316,1,2,24,143855,23185,635,18950,471,True,True,True,True,False,True
120,1,5LNRBcppKCZV8x12uakfUgR8cBbwsUazAIHPzX7zbEm2sw,41,6,5,9,12902,0,4,21,172465,22300,416,23807,209,False,True,True,True,True,True
121,1,5LNRBcppKCZV8x12uakfUgR8cBbwsUazAIHPzX7zbEm2sw,150,3,3,4,9251,1,4,11,99764,12831,377,9531,283,True,True,True,False,False,True
122,1,5LNRBcppKCZV8x12uakfUgR8cBbwsUazAIHPzX7zbEm2sw,13,2,9,10,14616,0,1,38,237319,25156,395,20698,107,False,True,True,True,True,False
123,0,5LNRBcppKCZV8x12uakfUgR8cBbwsUazAIHPzX7zbEm2sw,236,5,4,0,6223,0,0,10,49119,8458,288,10978,6,False,False,False,False,False,True
124,0,5LNRBcppKCZV8x12uakfUgR8cBbwsUazAIHPzX7zbEm2sw,56,1,6,4,6190,0,1,3,72873,12840,304,7926,185,True,False,False,False,False,False
125,0,5LNRBcppKCZV8x12uakfUgR8cBbwsUazAIHPzX7zbEm2sw,56,3,10,3,7494,0,1,8,84176,20108,194,12673,244,False,False,False,False,True,True
126,0,5LNRBcppKCZV8x12uakfUgR8cBbwsUazAIHPzX7zbEm2sw,39,14,12,7,20331,1,3,28,260145,61015,310,45632,258,False,True,False,True,False,True
127,0,5LNRBcppKCZV8x12uakfUgR8cBbwsUazAIHPzX7zbEm2sw,236,2,5,3,11138,0,2,16,170504,18126,951,14697,52,False,True,False,False,True,False
128,1,5LNRBcppKCZV8x12uakfUgR8cBbwsUazAIHPzX7zbEm2sw,126,7,4,6,11184,0,3,15,108925,12025,347,20131,108,True,True,True,True,True,True
129,0,5LNRBcppKCZV8x12uakfUgR8cBbwsUazAIHPzX7zbEm2sw,14,5,2,8,14796,0,2,28,243293,38092,1412,23439,1636,False,True,True,False,True,True
130,0,5LNRBcppKCZV8x12uakfUgR8cBbwsUazAIHPzX7zbEm2sw,80,2,9,3,6424,0,0,7,88666,19703,304,16292,40,False,False,False,False,False,False
131,0,5LNRBcppKCZV8x12uakfUgR8cBbwsUazAIHPzX7zbEm2sw,79,4,5,6,8237,0,0,19,78217,22961,500,14724,300,False,True,False,False,True,False
132,0,5LNRBcppKCZV8x12uakfUgR8cBbwsUazAIHPzX7zbEm2sw,14,7,6,14,14195,0,1,21,153356,54485,835,24350,573,False,True,False,False,True,False
133,0,5LNRBcppKCZV8x12uakfUgR8cBbwsUazAIHPzX7zbEm2sw,41,8,9,14,16636,0,1,37,298711,41474,473,52203,431,False,False,False,False,True,False
134,1,5LNRBcppKCZV8x12uakfUgR8cBbwsUazAIHPzX7zbEm2sw,246,3,4,10,9120,0,1,15,76386,14619,377,15865,74,True,True,True,True,False,True
135,1,5LNRBcppKCZV8x12uakfUgR8cBbwsUazAIHPzX7zbEm2sw,876,4,3,7,7660,0,0,16,78269,15994,419,18672,269,True,True,True,False,True,False
136,0,5LNRBcppKCZV8x12uakfUgR8cBbwsUazAIHPzX7zbEm2sw,14,4,9,7,9309,0,0,14,98699,36690,467,14473,482,False,False,False,False,True,False
137,1,5LNRBcppKCZV8x12uakfUgR8cBbwsUazAIHPzX7zbEm2sw,6,2,4,5,10562,1,1,16,146104,19400,455,10796,201,False,False,True,True,True,False
138,0,5LNRBcppKCZV8x12uakfUgR8cBbwsUazAIHPzX7zbEm2sw,41,5,3,4,13311,0,2,27,197347,20351,826,18708,283,False,False,False,False,False,True
139,1,5LNRBcppKCZV8x12uakfUgR8cBbwsUazAIHPzX7zbEm2sw,61,2,7,17,14959,0,0,42,197998,18506,823,14748,363,False,False,True,False,True,False
140,1,5LNRBcppKCZV8x12uakfUgR8cBbwsUazAIHPzX7zbEm2sw,517,4,7,15,13846,0,2,19,173994,38681,401,27693,533,True,True,True,True,False,True
141,0,5LNRBcppKCZV8x12uakfUgR8cBbwsUazAIHPzX7zbEm2sw,876,1,5,1,5773,0,0,9,70840,13044,373,10754,201,False,False,False,False,False,False
142,0,5LNRBcppKCZV8x12uakfUgR8cBbwsUazAIHPzX7zbEm2sw,41,0,7,1,7504,0,1,10,97496,14391,340,8002,182,False,False,False,False,True,False
143,1,5LNRBcppKCZV8x12uakfUgR8cBbwsUazAIHPzX7zbEm2sw,41,9,5,5,11049,0,0,3,135327,16190,182,15750,181,False,True,False,False,True,False
144,1,5LNRBcppKCZV8x12uakfUgR8cBbwsUazAIHPzX7zbEm2sw,246,1,5,5,7435,0,0,15,77361,14484,435,9960,90,False,True,False,False,True,True
145,1,5LNRBcppKCZV8x12uakfUgR8cBbwsUazAIHPzX7zbEm2sw,82,0,1,0,959,0,0,0,3856,1102,190,429,0,False,False,False,False,False,False
146,0,5LNRBcppKCZV8x12uakfUgR8cBbwsUazAIHPzX7zbEm2sw,117,0,2,1,4534,0,0,7,40225,8531,359,5816,214,False,False,False,False,False,False
147,1,5LNRBcppKCZV8x12uakfUgR8cBbwsUazAIHPzX7zbEm2sw,41,2,2,7,8118,0,1,11,79207,8214,720,10953,143,True,True,False,False,True,True
148,1,5LNRBcppKCZV8x12uakfUgR8cBbwsUazAIHPzX7zbEm2sw,59,7,1,11,11670,0,3,46,143351,18218,1056,10205,447,True,False,True,False,False,True
149,1,5LNRBcppKCZV8x12uakfUgR8cBbwsUazAIHPzX7zbEm2sw,24,6,3,3,13093,0,1,13,177058,20642,468,13281,152,True,True,False,True,True,True
150,0,5LNRBcppKCZV8x12uakfUgR8cBbwsUazAIHPzX7zbEm2sw,13,0,3,3,9360,0,1,21,152548,13673,890,13507,81,False,True,False,False,False,True
151,0,5LNRBcppKCZV8x12uakfUgR8cBbwsUazAIHPzX7zbEm2sw,126,14,10,12,17413,0,1,35,218568,31228,423,42674,536,True,True,False,True,True,True
152,1,5LNRBcppKCZV8x12uakfUgR8cBbwsUazAIHPzX7zbEm2sw,79,11,6,18,17752,0,6,34,199563,54005,1115,32613,364,True,True,True,True,False,False
153,1,5LNRBcppKCZV8x12uakfUgR8cBbwsUazAIHPzX7zbEm2sw,14,3,4,8,10678,0,2,21,136198,41620,906,18849,1170,True,True,True,True,False,False
154,1,5LNRBcppKCZV8x12uakfUgR8cBbwsUazAIHPzX7zbEm2sw,14,4,4,19,11831,0,1,36,133527,39042,1110,18344,1121,True,True,True,True,True,True
