,winloss,playerId,championPlayed,kills,deaths,assists,goldEarned,inhibitorKills,turretKills,visionScore,totalDamageDealt,totalDamageTaken,longestTimeSpentLiving,totalDamageDealtToChampions,totalTimeCrowdControlDealt,firstBlood,firstTower,firstInhibitor,firstBaron,firstDragon,firstRiftHerald
0,1,chJlp4BZDEqLRKfbcwwf3vrWX6QOuc9S5j45-cXlfahbVOLnOjmfjTf1,77,4,6,25,13749,0,2,51,176383,46065,1083,19264,220,False,True,True,True,True,True
1,0,chJlp4BZDEqLRKfbcwwf3vrWX6QOuc9S5j45-cXlfahbVOLnOjmfjTf1,64,7,6,5,11026,0,0,34,121194,25741,447,14573,448,True,True,False,False,False,False
2,0,chJlp4BZDEqLRKfbcwwf3vrWX6QOuc9S5j45-cXlfahbVOLnOjmfjTf1,60,4,4,5,6994,0,0,25,72246,15464,581,7034,96,True,True,False,False,True,False
3,1,chJlp4BZDEqLRKfbcwwf3vrWX6QOuc9S5j45-cXlfahbVOLnOjmfjTf1,876,15,4,18,18794,0,0,46,286171,43205,1158,33705,480,True,False,False,True,False,False
4,1,chJlp4BZDEqLRKfbcwwf3vrWX6QOuc9S5j45-cXlfahbVOLnOjmfjTf1,18,11,4,7,11763,0,1,26,128632,13206,507,16645,68,True,True,True,True,False,False
5,1,chJlp4BZDEqLRKfbcwwf3vrWX6QOuc9S5j45-cXlfahbVOLnOjmfjTf1,64,15,5,13,15021,1,2,35,122368,30480,648,31830,224,False,True,False,True,True,True
6,1,chJlp4BZDEqLRKfbcwwf3vrWX6QOuc9S5j45-cXlfahbVOLnOjmfjTf1,64,8,4,9,10340,0,0,30,125636,22119,663,13278,512,True,True,True,True,True,False
7,1,chJlp4BZDEqLRKfbcwwf3vrWX6QOuc9S5j45-cXlfahbVOLnOjmfjTf1,64,14,0,7,10635,0,2,13,66301,6924,0,13524,147,False,True,False,False,True,False
8,1,chJlp4BZDEqLRKfbcwwf3vrWX6QOuc9S5j45-cXlfahbVOLnOjmfjTf1,876,12,3,18,14856,0,0,42,171365,33800,731,19006,326,False,True,True,True,True,True
9,1,chJlp4BZDEqLRKfbcwwf3vrWX6QOuc9S5j45-cXlfahbVOLnOjmfjTf1,9,3,4,11,9914,0,0,46,169986,28416,978,11854,967,True,True,False,True,True,False
10,0,chJlp4BZDEqLRKfbcwwf3vrWX6QOuc9S5j45-cXlfahbVOLnOjmfjTf1,120,10,9,7,11636,0,0,31,145146,42945,403,21291,290,False,False,False,False,True,False
11,1,chJlp4BZDEqLRKfbcwwf3vrWX6QOuc9S5j45-cXlfahbVOLnOjmfjTf1,421,13,5,8,13200,1,1,40,167385,29157,455,16451,303,True,False,True,True,True,False
12,1,chJlp4BZDEqLRKfbcwwf3vrWX6QOuc9S5j45-cXlfahbVOLnOjmfjTf1,120,6,1,4,8721,0,0,20,120695,23631,1039,8408,235,False,True,False,False,False,True
13,0,chJlp4BZDEqLRKfbcwwf3vrWX6QOuc9S5j45-cXlfahbVOLnOjmfjTf1,9,7,5,5,10134,0,0,49,148351,27553,729,15028,746,False,False,False,False,False,False
14,0,chJlp4BZDEqLRKfbcwwf3vrWX6QOuc9S5j45-cXlfahbVOLnOjmfjTf1,56,4,8,2,7134,0,0,25,93586,23606,401,6834,360,True,False,False,False,False,False
15,0,chJlp4BZDEqLRKfbcwwf3vrWX6QOuc9S5j45-cXlfahbVOLnOjmfjTf1,68,4,9,2,7936,0,0,17,122186,24304,515,12750,381,False,True,False,False,True,False
16,1,chJlp4BZDEqLRKfbcwwf3vrWX6QOuc9S5j45-cXlfahbVOLnOjmfjTf1,64,6,0,7,7740,0,0,15,75034,14027,0,9614,325,False,True,False,False,True,True
17,1,chJlp4BZDEqLRKfbcwwf3vrWX6QOuc9S5j45-cXlfahbVOLnOjmfjTf1,68,18,5,10,15026,0,1,25,192608,29697,652,30420,406,True,True,True,True,False,False
18,0,chJlp4BZDEqLRKfbcwwf3vrWX6QOuc9S5j45-cXlfahbVOLnOjmfjTf1,9,9,6,15,12171,0,0,53,165125,28427,746,25524,853,True,False,False,False,False,False
19,1,chJlp4BZDEqLRKfbcwwf3vrWX6QOuc9S5j45-cXlfahbVOLnOjmfjTf1,9,5,0,11,8877,0,0,33,140152,21380,0,13513,725,True,True,False,False,False,False
20,1,chJlp4BZDEqLRKfbcwwf3vrWX6QOuc9S5j45-cXlfahbVOLnOjmfjTf1,9,15,3,16,13675,0,0,46,154538,27723,542,23385,734,True,False,True,True,True,False
21,0,chJlp4BZDEqLRKfbcwwf3vrWX6QOuc9S5j45-cXlfahbVOLnOjmfjTf1,245,2,7,8,9016,0,0,25,165693,37059,792,11196,324,False,False,False,False,True,False
22,0,chJlp4BZDEqLRKfbcwwf3vrWX6QOuc9S5j45-cXlfahbVOLnOjmfjTf1,76,5,6,2,10391,0,0,26,170027,34243,852,11460,158,False,True,False,False,True,True
23,1,chJlp4BZDEqLRKfbcwwf3vrWX6QOuc9S5j45-cXlfahbVOLnOjmfjTf1,131,9,5,11,14766,0,2,39,296099,27837,621,29059,203,False,True,False,True,False,False
24,1,chJlp4BZDEqLRKfbcwwf3vrWX6QOuc9S5j45-cXlfahbVOLnOjmfjTf1,64,2,3,7,10540,0,1,47,160755,26175,787,13021,549,False,True,True,True,True,True
25,0,chJlp4BZDEqLRKfbcwwf3vrWX6QOuc9S5j45-cXlfahbVOLnOjmfjTf1,104,6,5,9,10667,0,0,25,138961,20221,535,14669,519,True,False,False,False,True,False
26,0,chJlp4BZDEqLRKfbcwwf3vrWX6QOuc9S5j45-cXlfahbVOLnOjmfjTf1,876,7,9,5,8918,0,0,15,104914,26846,252,13089,264,False,False,False,False,False,False
27,1,chJlp4BZDEqLRKfbcwwf3vrWX6QOuc9S5j45-cXlfahbVOLnOjmfjTf1,876,5,3,8,6799,0,0,12,85102,16047,331,11558,283,True,True,False,False,False,False
28,0,chJlp4BZDEqLRKfbcwwf3vrWX6QOuc9S5j45-cXlfahbVOLnOjmfjTf1,3,1,5,3,4419,0,0,9,36415,9826,341,4821,44,False,False,False,False,False,False
29,0,chJlp4BZDEqLRKfbcwwf3vrWX6QOuc9S5j45-cXlfahbVOLnOjmfjTf1,76,3,8,4,9629,0,0,33,144074,32329,416,8887,131,False,False,False,False,False,False
30,0,chJlp4BZDEqLRKfbcwwf3vrWX6QOuc9S5j45-cXlfahbVOLnOjmfjTf1,76,3,4,5,8120,0,0,32,118052,24169,826,10792,104,False,False,False,False,False,True
31,0,chJlp4BZDEqLRKfbcwwf3vrWX6QOuc9S5j45-cXlfahbVOLnOjmfjTf1,141,14,9,9,14622,0,1,25,172149,42930,346,32645,207,False,False,True,True,False,False
32,1,chJlp4BZDEqLRKfbcwwf3vrWX6QOuc9S5j45-cXlfahbVOLnOjmfjTf1,120,2,2,0,5155,0,0,15,75296,14970,707,2304,102,True,True,False,False,True,False
33,0,chJlp4BZDEqLRKfbcwwf3vrWX6QOuc9S5j45-cXlfahbVOLnOjmfjTf1,203,5,5,3,8781,0,0,28,102123,17035,482,12956,189,False,False,False,False,False,False
34,0,chJlp4BZDEqLRKfbcwwf3vrWX6QOuc9S5j45-cXlfahbVOLnOjmfjTf1,56,4,2,2,6175,0,0,9,85403,14454,647,6809,273,False,False,False,False,False,True
35,0,chJlp4BZDEqLRKfbcwwf3vrWX6QOuc9S5j45-cXlfahbVOLnOjmfjTf1,76,6,5,3,8386,0,0,21,94780,19631,398,10190,170,False,False,False,False,False,False
36,0,chJlp4BZDEqLRKfbcwwf3vrWX6QOuc9S5j45-cXlfahbVOLnOjmfjTf1,64,6,5,12,12269,0,0,43,181098,31122,998,15048,559,False,True,False,True,False,False
37,0,chJlp4BZDEqLRKfbcwwf3vrWX6QOuc9S5j45-cXlfahbVOLnOjmfjTf1,421,4,5,2,6556,0,1,12,59254,13844,285,4628,225,True,True,False,False,False,True
38,0,chJlp4BZDEqLRKfbcwwf3vrWX6QOuc9S5j45-cXlfahbVOLnOjmfjTf1,64,2,5,7,5769,0,0,14,67408,15195,401,7250,442,False,False,False,False,False,False
39,0,chJlp4BZDEqLRKfbcwwf3vrWX6QOuc9S5j45-cXlfahbVOLnOjmfjTf1,120,3,6,1,5646,0,0,10,77018,19538,212,5012,113,False,False,False,False,False,False
40,0,chJlp4BZDEqLRKfbcwwf3vrWX6QOuc9S5j45-cXlfahbVOLnOjmfjTf1,28,6,3,4,10077,0,1,12,128352,22117,1348,16342,213,True,True,False,False,False,True
41,1,chJlp4BZDEqLRKfbcwwf3vrWX6QOuc9S5j45-cXlfahbVOLnOjmfjTf1,35,11,6,8,12108,0,0,16,129174,25588,625,20061,568,True,True,True,True,True,True
42,1,chJlp4BZDEqLRKfbcwwf3vrWX6QOuc9S5j45-cXlfahbVOLnOjmfjTf1,141,10,1,8,10291,0,0,19,148919,20884,1187,13877,266,True,True,True,False,False,True
43,1,chJlp4BZDEqLRKfbcwwf3vrWX6QOuc9S5j45-cXlfahbVOLnOjmfjTf1,120,6,3,10,11251,0,0,27,173737,34822,776,12593,230,True,True,True,True,False,False
44,1,chJlp4BZDEqLRKfbcwwf3vrWX6QOuc9S5j45-cXlfahbVOLnOjmfjTf1,76,4,3,11,9501,0,0,29,141496,25956,778,10166,766,True,True,False,True,True,False
45,0,chJlp4BZDEqLRKfbcwwf3vrWX6QOuc9S5j45-cXlfahbVOLnOjmfjTf1,77,3,6,1,9329,0,0,36,144976,35416,329,6444,227,True,False,False,False,True,True
46,1,chJlp4BZDEqLRKfbcwwf3vrWX6QOuc9S5j45-cXlfahbVOLnOjmfjTf1,3,5,12,16,11449,0,0,18,116967,34390,292,20304,116,True,False,False,False,False,False
47,1,chJlp4BZDEqLRKfbcwwf3vrWX6QOuc9S5j45-cXlfahbVOLnOjmfjTf1,104,5,3,12,12257,2,1,35,199583,22271,918,18357,484,True,False,True,True,True,False
48,0,chJlp4BZDEqLRKfbcwwf3vrWX6QOuc9S5j45-cXlfahbVOLnOjmfjTf1,163,5,10,6,9748,0,0,26,73022,17685,313,16003,209,True,False,False,False,True,False
49,0,chJlp4BZDEqLRKfbcwwf3vrWX6QOuc9S5j45-cXlfahbVOLnOjmfjTf1,76,3,6,7,11463,0,0,52,183546,34729,670,15161,600,True,False,False,False,False,False
50,0,chJlp4BZDEqLRKfbcwwf3vrWX6QOuc9S5j45-cXlfahbVOLnOjmfjTf1,141,8,8,5,12127,0,0,27,186517,34065,416,16993,250,False,True,False,True,True,False
51,1,chJlp4BZDEqLRKfbcwwf3vrWX6QOuc9S5j45-cXlfahbVOLnOjmfjTf1,64,7,1,5,7713,0,1,25,84927,12661,554,6615,315,True,True,False,False,True,False
52,0,chJlp4BZDEqLRKfbcwwf3vrWX6QOuc9S5j45-cXlfahbVOLnOjmfjTf1,76,4,2,4,7202,0,0,27,86321,16380,458,6260,146,False,False,False,False,False,False
53,0,chJlp4BZDEqLRKfbcwwf3vrWX6QOuc9S5j45-cXlfahbVOLnOjmfjTf1,245,2,4,4,6796,0,0,26,97185,20288,339,9602,343,True,False,False,False,False,False
54,1,chJlp4BZDEqLRKfbcwwf3vrWX6QOuc9S5j45-cXlfahbVOLnOjmfjTf1,3,7,9,13,10742,1,0,20,94884,26192,581,21032,69,True,True,True,True,False,True
55,0,chJlp4BZDEqLRKfbcwwf3vrWX6QOuc9S5j45-cXlfahbVOLnOjmfjTf1,134,3,4,1,6205,0,0,14,57968,7478,180,5426,155,False,False,False,False,True,True
56,1,chJlp4BZDEqLRKfbcwwf3vrWX6QOuc9S5j45-cXlfahbVOLnOjmfjTf1,120,7,3,12,9265,0,0,11,123441,26316,335,13517,208,True,True,False,False,True,False
57,0,chJlp4BZDEqLRKfbcwwf3vrWX6QOuc9S5j45-cXlfahbVOLnOjmfjTf1,64,8,8,12,11473,0,2,28,144616,29856,692,14704,393,False,True,False,False,False,True
58,0,chJlp4BZDEqLRKfbcwwf3vrWX6QOuc9S5j45-cXlfahbVOLnOjmfjTf1,56,2,4,4,6960,0,0,25,99468,19746,696,5817,297,False,False,False,False,False,False
59,0,chJlp4BZDEqLRKfbcwwf3vrWX6QOuc9S5j45-cXlfahbVOLnOjmfjTf1,3,2,9,9,7474,0,0,29,90565,21234,382,12381,84,False,True,False,False,True,False
60,0,chJlp4BZDEqLRKfbcwwf3vrWX6QOuc9S5j45-cXlfahbVOLnOjmfjTf1,76,8,4,7,14845,0,2,35,237538,38380,1102,22936,220,True,True,True,True,True,True
61,1,chJlp4BZDEqLRKfbcwwf3vrWX6QOuc9S5j45-cXlfahbVOLnOjmfjTf1,76,11,1,14,13062,0,2,38,172648,23667,729,14454,86,False,True,True,True,True,False
62,0,chJlp4BZDEqLRKfbcwwf3vrWX6QOuc9S5j45-cXlfahbVOLnOjmfjTf1,3,0,9,3,3739,0,0,6,29231,12024,189,6333,62,False,False,False,False,False,False
63,0,chJlp4BZDEqLRKfbcwwf3vrWX6QOuc9S5j45-cXlfahbVOLnOjmfjTf1,30,2,10,6,7743,0,0,10,132925,27468,302,20740,118,True,False,False,False,False,False
64,1,chJlp4BZDEqLRKfbcwwf3vrWX6QOuc9S5j45-cXlfahbVOLnOjmfjTf1,76,9,4,7,12461,0,2,32,185987,31932,615,15646,106,False,True,True,True,False,True
65,1,chJlp4BZDEqLRKfbcwwf3vrWX6QOuc9S5j45-cXlfahbVOLnOjmfjTf1,76,15,7,18,15736,0,3,53,223643,38586,483,33516,170,True,True,False,True,False,True
66,0,chJlp4BZDEqLRKfbcwwf3vrWX6QOuc9S5j45-cXlfahbVOLnOjmfjTf1,76,7,9,2,7685,0,0,20,75027,21211,293,11725,103,False,True,False,False,False,False
67,0,chJlp4BZDEqLRKfbcwwf3vrWX6QOuc9S5j45-cXlfahbVOLnOjmfjTf1,64,3,5,7,7630,0,0,23,102467,21442,731,9629,402,False,False,False,False,False,False
68,1,chJlp4BZDEqLRKfbcwwf3vrWX6QOuc9S5j45-cXlfahbVOLnOjmfjTf1,876,9,6,16,13132,0,1,23,186351,31509,461,22868,304,True,True,True,True,False,True
69,1,chJlp4BZDEqLRKfbcwwf3vrWX6QOuc9S5j45-cXlfahbVOLnOjmfjTf1,76,14,3,7,17281,1,3,70,242690,40688,633,23800,178,False,False,False,False,True,False
70,1,chJlp4BZDEqLRKfbcwwf3vrWX6QOuc9S5j45-cXlfahbVOLnOjmfjTf1,3,4,4,10,8776,0,0,24,81579,19607,977,11820,90,True,True,True,True,False,True
71,0,chJlp4BZDEqLRKfbcwwf3vrWX6QOuc9S5j45-cXlfahbVOLnOjmfjTf1,77,6,6,8,11417,0,1,36,124593,34474,759,12345,192,False,False,False,True,True,True
72,1,chJlp4BZDEqLRKfbcwwf3vrWX6QOuc9S5j45-cXlfahbVOLnOjmfjTf1,3,2,3,11,9277,0,1,24,94071,14491,1025,9806,95,True,False,True,True,True,False
73,1,chJlp4BZDEqLRKfbcwwf3vrWX6QOuc9S5j45-cXlfahbVOLnOjmfjTf1,60,6,4,8,11078,0,1,29,131588,22051,386,12951,107,True,False,True,True,False,False
74,0,chJlp4BZDEqLRKfbcwwf3vrWX6QOuc9S5j45-cXlfahbVOLnOjmfjTf1,106,1,3,1,5740,0,0,22,99359,20247,961,3859,311,False,False,False,False,True,False
75,1,chJlp4BZDEqLRKfbcwwf3vrWX6QOuc9S5j45-cXlfahbVOLnOjmfjTf1,141,17,5,9,17237,1,0,45,275408,46547,762,35514,337,False,True,True,True,False,False
76,0,chJlp4BZDEqLRKfbcwwf3vrWX6QOuc9S5j45-cXlfahbVOLnOjmfjTf1,76,8,9,13,12779,0,0,22,162584,41786,652,22637,42,False,False,False,False,True,False
77,1,chJlp4BZDEqLRKfbcwwf3vrWX6QOuc9S5j45-cXlfahbVOLnOjmfjTf1,64,12,4,9,10655,0,0,30,116085,18552,718,12366,372,True,False,True,True,False,False
78,1,chJlp4BZDEqLRKfbcwwf3vrWX6QOuc9S5j45-cXlfahbVOLnOjmfjTf1,64,12,2,10,10285,0,1,19,125169,18529,206,11861,497,True,True,True,False,True,True
79,1,chJlp4BZDEqLRKfbcwwf3vrWX6QOuc9S5j45-cXlfahbVOLnOjmfjTf1,18,13,5,12,12903,1,0,28,131767,18417,468,23498,83,False,False,True,True,False,False
80,0,chJlp4BZDEqLRKfbcwwf3vrWX6QOuc9S5j45-cXlfahbVOLnOjmfjTf1,60,5,7,2,6717,0,0,11,50164,12376,228,6479,46,False,False,False,False,False,False
81,1,chJlp4BZDEqLRKfbcwwf3vrWX6QOuc9S5j45-cXlfahbVOLnOjmfjTf1,106,0,3,12,8719,0,1,30,139719,25045,354,7505,409,True,False,True,True,False,False
82,0,chJlp4BZDEqLRKfbcwwf3vrWX6QOuc9S5j45-cXlfahbVOLnOjmfjTf1,876,7,8,7,11349,0,0,16,156579,32709,570,23176,428,True,False,False,False,False,False
83,1,chJlp4BZDEqLRKfbcwwf3vrWX6QOuc9S5j45-cXlfahbVOLnOjmfjTf1,141,8,3,9,11455,0,0,39,157002,24429,688,14149,240,True,True,True,True,True,True
84,1,chJlp4BZDEqLRKfbcwwf3vrWX6QOuc9S5j45-cXlfahbVOLnOjmfjTf1,76,5,2,10,11771,0,1,38,214915,33105,1008,15333,158,True,True,True,False,False,True
85,1,chJlp4BZDEqLRKfbcwwf3vrWX6QOuc9S5j45-cXlfahbVOLnOjmfjTf1,876,10,2,14,12566,0,1,27,172986,21495,445,19557,368,True,False,True,True,True,False
86,1,chJlp4BZDEqLRKfbcwwf3vrWX6QOuc9S5j45-cXlfahbVOLnOjmfjTf1,141,13,5,13,14806,0,1,36,216372,32109,1003,28180,371,False,True,True,True,True,False
87,0,chJlp4BZDEqLRKfbcwwf3vrWX6QOuc9S5j45-cXlfahbVOLnOjmfjTf1,104,2,9,3,9456,0,1,21,157242,24342,388,12291,410,False,True,False,False,False,True
88,1,chJlp4BZDEqLRKfbcwwf3vrWX6QOuc9S5j45-cXlfahbVOLnOjmfjTf1,141,11,4,9,12926,0,0,39,166005,27918,533,16375,208,True,False,False,True,False,False
89,0,chJlp4BZDEqLRKfbcwwf3vrWX6QOuc9S5j45-cXlfahbVOLnOjmfjTf1,64,5,8,7,10278,0,0,38,128547,27759,603,13249,415,False,False,False,False,False,False
90,1,chJlp4BZDEqLRKfbcwwf3vrWX6QOuc9S5j45-cXlfahbVOLnOjmfjTf1,141,11,3,12,14328,0,0,33,214569,34458,1248,27524,251,True,False,True,True,True,False
91,1,chJlp4BZDEqLRKfbcwwf3vrWX6QOuc9S5j45-cXlfahbVOLnOjmfjTf1,141,15,10,11,16480,1,1,29,241219,38101,324,34229,270,False,False,True,False,True,False
92,1,chJlp4BZDEqLRKfbcwwf3vrWX6QOuc9S5j45-cXlfahbVOLnOjmfjTf1,245,7,6,15,14145,0,0,34,250414,54979,720,28943,685,True,True,True,True,False,False
93,0,chJlp4BZDEqLRKfbcwwf3vrWX6QOuc9S5j45-cXlfahbVOLnOjmfjTf1,876,10,8,12,14746,0,0,34,204813,37363,371,30981,515,True,False,False,False,True,False
94,0,chJlp4BZDEqLRKfbcwwf3vrWX6QOuc9S5j45-cXlfahbVOLnOjmfjTf1,104,4,7,11,11905,0,2,40,184142,24156,615,17945,596,False,True,True,False,False,True
95,1,chJlp4BZDEqLRKfbcwwf3vrWX6QOuc9S5j45-cXlfahbVOLnOjmfjTf1,64,8,4,16,12178,0,0,31,146154,25418,614,12946,416,False,True,True,True,True,False
96,0,chJlp4BZDEqLRKfbcwwf3vrWX6QOuc9S5j45-cXlfahbVOLnOjmfjTf1,104,9,4,10,10938,0,0,29,142356,15790,698,16796,448,True,False,False,False,False,False
97,0,chJlp4BZDEqLRKfbcwwf3vrWX6QOuc9S5j45-cXlfahbVOLnOjmfjTf1,104,3,6,4,5685,0,0,10,64930,13203,380,6168,331,True,False,False,False,False,False
98,0,chJlp4BZDEqLRKfbcwwf3vrWX6QOuc9S5j45-cXlfahbVOLnOjmfjTf1,64,0,8,5,5246,0,0,17,70418,19922,296,6918,383,False,False,False,False,False,False
99,0,chJlp4BZDEqLRKfbcwwf3vrWX6QOuc9S5j45-cXlfahbVOLnOjmfjTf1,76,2,4,1,7116,0,0,24,116184,27855,453,6607,191,True,False,False,False,True,False
100,0,chJlp4BZDEqLRKfbcwwf3vrWX6QOuc9S5j45-cXlfahbVOLnOjmfjTf1,203,4,9,2,8763,0,0,28,130541,26645,338,13662,195,False,False,False,False,True,False
101,0,chJlp4BZDEqLRKfbcwwf3vrWX6QOuc9S5j45-cXlfahbVOLnOjmfjTf1,60,3,8,6,7329,0,0,19,76817,19784,277,7846,151,False,False,False,False,False,False
102,1,chJlp4BZDEqLRKfbcwwf3vrWX6QOuc9S5j45-cXlfahbVOLnOjmfjTf1,2,7,2,10,11144,0,0,25,176418,32921,847,14135,621,True,False,True,True,True,False
103,1,chJlp4BZDEqLRKfbcwwf3vrWX6QOuc9S5j45-cXlfahbVOLnOjmfjTf1,203,9,3,8,11661,0,0,33,157457,23896,686,14677,241,True,True,True,True,False,True
104,1,chJlp4BZDEqLRKfbcwwf3vrWX6QOuc9S5j45-cXlfahbVOLnOjmfjTf1,104,0,1,5,8195,0,0,33,164570,16870,378,6011,486,True,False,False,False,True,False
105,0,chJlp4BZDEqLRKfbcwwf3vrWX6QOuc9S5j45-cXlfahbVOLnOjmfjTf1,104,9,4,8,15246,0,1,42,241691,30505,1332,23797,629,False,True,False,True,True,True
106,0,chJlp4BZDEqLRKfbcwwf3vrWX6QOuc9S5j45-cXlfahbVOLnOjmfjTf1,64,9,10,9,11249,0,1,26,144377,36555,287,20628,361,True,False,False,False,True,False
107,1,chJlp4BZDEqLRKfbcwwf3vrWX6QOuc9S5j45-cXlfahbVOLnOjmfjTf1,77,11,3,9,11966,0,0,26,156288,28120,532,13748,198,True,True,False,False,True,True
108,1,chJlp4BZDEqLRKfbcwwf3vrWX6QOuc9S5j45-cXlfahbVOLnOjmfjTf1,141,7,5,13,14415,0,0,52,254641,37350,951,27688,322,False,False,False,False,False,False
109,1,chJlp4BZDEqLRKfbcwwf3vrWX6QOuc9S5j45-cXlfahbVOLnOjmfjTf1,245,16,4,11,15397,0,1,28,191939,42924,937,31847,560,True,True,True,True,True,False
110,0,chJlp4BZDEqLRKfbcwwf3vrWX6QOuc9S5j45-cXlfahbVOLnOjmfjTf1,876,9,8,16,12928,0,0,34,200333,36714,627,27827,472,False,True,False,False,True,False
111,1,chJlp4BZDEqLRKfbcwwf3vrWX6QOuc9S5j45-cXlfahbVOLnOjmfjTf1,3,9,3,13,11684,0,3,13,104349,24815,728,21939,108,False,True,True,True,True,True
112,0,chJlp4BZDEqLRKfbcwwf3vrWX6QOuc9S5j45-cXlfahbVOLnOjmfjTf1,60,3,6,5,9107,0,1,42,104215,24133,447,12014,119,False,True,False,False,True,False
113,1,chJlp4BZDEqLRKfbcwwf3vrWX6QOuc9S5j45-cXlfahbVOLnOjmfjTf1,64,9,5,10,13984,0,1,43,189830,29671,629,18465,475,True,True,True,True,True,True
114,1,chJlp4BZDEqLRKfbcwwf3vrWX6QOuc9S5j45-cXlfahbVOLnOjmfjTf1,2,5,3,12,9656,0,0,37,142565,24306,569,13698,601,False,True,False,False,True,False
115,0,chJlp4BZDEqLRKfbcwwf3vrWX6QOuc9S5j45-cXlfahbVOLnOjmfjTf1,76,9,5,9,14391,0,0,32,209590,39098,755,23691,150,True,True,True,True,False,True
116,1,chJlp4BZDEqLRKfbcwwf3vrWX6QOuc9S5j45-cXlfahbVOLnOjmfjTf1,421,9,2,5,10961,0,1,29,158527,26776,950,12502,306,True,True,True,True,True,True
117,1,chJlp4BZDEqLRKfbcwwf3vrWX6QOuc9S5j45-cXlfahbVOLnOjmfjTf1,3,3,3,11,6909,0,0,24,48615,14532,779,8285,69,True,True,True,True,True,True
118,1,chJlp4BZDEqLRKfbcwwf3vrWX6QOuc9S5j45-cXlfahbVOLnOjmfjTf1,876,7,5,11,9998,0,0,22,136168,26012,488,19256,400,True,True,True,False,False,True
119,1,chJlp4BZDEqLRKfbcwwf3vrWX6QOuc9S5j45-cXlfahbVOLnOjmfjTf1,421,14,5,12,14045,0,2,26,166696,30055,566,23678,358,True,True,True,True,True,False
120,1,chJlp4BZDEqLRKfbcwwf3vrWX6QOuc9S5j45-cXlfahbVOLnOjmfjTf1,64,9,0,4,9089,1,1,27,123902,14628,1258,8594,404,False,True,True,False,True,False
121,1,chJlp4BZDEqLRKfbcwwf3vrWX6QOuc9S5j45-cXlfahbVOLnOjmfjTf1,141,10,8,8,14364,0,1,26,233199,43039,672,23566,385,False,True,True,True,False,True
122,1,chJlp4BZDEqLRKfbcwwf3vrWX6QOuc9S5j45-cXlfahbVOLnOjmfjTf1,2,11,3,6,9398,0,1,16,98040,21999,482,11363,368,True,True,True,False,True,True
123,1,chJlp4BZDEqLRKfbcwwf3vrWX6QOuc9S5j45-cXlfahbVOLnOjmfjTf1,876,4,0,9,9233,0,0,18,171864,21428,0,6551,406,True,False,False,False,False,False
124,1,chJlp4BZDEqLRKfbcwwf3vrWX6QOuc9S5j45-cXlfahbVOLnOjmfjTf1,876,10,6,10,14148,0,1,28,192999,34013,420,28564,379,True,False,False,True,True,False
125,1,chJlp4BZDEqLRKfbcwwf3vrWX6QOuc9S5j45-cXlfahbVOLnOjmfjTf1,421,6,11,11,13666,0,1,56,193948,43661,607,19693,347,False,True,False,False,False,True
126,0,chJlp4BZDEqLRKfbcwwf3vrWX6QOuc9S5j45-cXlfahbVOLnOjmfjTf1,64,6,8,2,8355,0,0,12,92435,21539,485,9836,399,True,False,False,False,False,False
127,1,chJlp4BZDEqLRKfbcwwf3vrWX6QOuc9S5j45-cXlfahbVOLnOjmfjTf1,141,8,9,12,12615,0,0,23,201179,33171,455,19857,230,True,False,True,True,True,False
128,1,chJlp4BZDEqLRKfbcwwf3vrWX6QOuc9S5j45-cXlfahbVOLnOjmfjTf1,141,2,1,1,6034,0,0,12,99431,18105,716,2889,218,True,True,True,False,True,False
129,1,chJlp4BZDEqLRKfbcwwf3vrWX6QOuc9S5j45-cXlfahbVOLnOjmfjTf1,222,7,3,5,7921,0,2,7,52020,8148,434,7453,21,True,True,False,False,True,True
130,1,chJlp4BZDEqLRKfbcwwf3vrWX6QOuc9S5j45-cXlfahbVOLnOjmfjTf1,421,8,6,9,12054,1,2,41,162894,33894,701,18081,318,False,True,True,False,True,False
131,1,chJlp4BZDEqLRKfbcwwf3vrWX6QOuc9S5j45-cXlfahbVOLnOjmfjTf1,245,12,5,7,13213,0,0,17,172287,36509,438,18086,415,True,True,True,True,True,False
132,0,chJlp4BZDEqLRKfbcwwf3vrWX6QOuc9S5j45-cXlfahbVOLnOjmfjTf1,107,3,8,1,6519,0,0,25,82421,23161,268,8457,220,True,False,False,False,False,False
133,1,chJlp4BZDEqLRKfbcwwf3vrWX6QOuc9S5j45-cXlfahbVOLnOjmfjTf1,79,3,3,11,6024,0,0,35,19904,12323,549,9177,125,True,True,True,False,True,True
134,1,chJlp4BZDEqLRKfbcwwf3vrWX6QOuc9S5j45-cXlfahbVOLnOjmfjTf1,141,19,8,8,17135,0,2,42,205730,36661,318,40364,251,False,False,True,True,True,False
135,1,chJlp4BZDEqLRKfbcwwf3vrWX6QOuc9S5j45-cXlfahbVOLnOjmfjTf1,104,15,7,7,16705,0,3,22,238216,28241,550,23475,372,True,True,True,True,True,False
136,0,chJlp4BZDEqLRKfbcwwf3vrWX6QOuc9S5j45-cXlfahbVOLnOjmfjTf1,876,4,4,3,7245,0,0,9,100061,19754,886,8486,321,True,False,False,False,True,False
137,1,chJlp4BZDEqLRKfbcwwf3vrWX6QOuc9S5j45-cXlfahbVOLnOjmfjTf1,104,6,1,8,7217,0,0,11,87436,11697,583,11090,458,True,False,False,False,True,False
